1 36 243 0 2 0 0 61.875 942.219 -0.78125 0.21875 0.21875 0.21875 0.21875 0.21875 -0.78125 0.21875 0.21875 -0.78125 -0.78125 -0.78125 0.21875 -0.78125 0.21875 -0.78125 0.21875 0.21875 -0.78125 -0.78125 -0.78125 0.21875 -0.78125 -0.78125 -0.78125 0.21875 1.21875 2.21875 5.21875 8.21875 9.21875 9.21875 6.21875 5.21875 3.21875 3.21875 2.21875 3.21875 2.21875 2.21875 2.21875 1.21875 0.21875 0.21875 0.21875 0.21875 1.21875 1.21875 1.21875 1.21875 1.21875 0.21875 0.21875 -0.78125 0.21875 -0.78125 0.21875 0.21875 1.21875 1.21875 0.21875 0.21875 0.21875 -0.78125 -0.78125 -0.78125 1.21875 0.21875 0.21875 0.21875 1.21875 -0.78125 0.21875 -0.78125 -0.78125 0.21875 0.21875 0.21875 0.21875 0.21875 0.21875 -0.78125 -0.78125 -0.78125 -0.78125 -1.78125 0.21875 0.21875 0.21875 0.21875 -0.78125 0.21875 -0.78125 -0.78125 -0.78125 -0.78125 0.21875 0.21875 0.21875 0.21875 
1 36 243 0 2 0 3 63.125 942.531 0.53125 -0.46875 0.53125 -0.46875 0.53125 -0.46875 -0.46875 -0.46875 0.53125 -0.46875 0.53125 -0.46875 0.53125 0.53125 0.53125 0.53125 0.53125 0.53125 0.53125 0.53125 0.53125 -0.46875 0.53125 0.53125 0.53125 0.53125 0.53125 1.53125 2.53125 4.53125 7.53125 6.53125 5.53125 4.53125 2.53125 1.53125 0.53125 0.53125 0.53125 0.53125 0.53125 1.53125 1.53125 1.53125 0.53125 0.53125 0.53125 -0.46875 0.53125 0.53125 0.53125 0.53125 0.53125 1.53125 0.53125 0.53125 0.53125 -0.46875 0.53125 -0.46875 0.53125 -0.46875 0.53125 1.53125 0.53125 -0.46875 -0.46875 -0.46875 -0.46875 -1.46875 0.53125 0.53125 1.53125 0.53125 0.53125 -0.46875 0.53125 -0.46875 0.53125 0.53125 0.53125 -0.46875 0.53125 -1.46875 0.53125 0.53125 0.53125 0.53125 0.53125 0.53125 -0.46875 0.53125 -0.46875 -0.46875 1.53125 -0.46875 0.53125 -0.46875 -0.46875 0.53125 
1 31 243 0 6 0 10 69.25 931.312 1.3125 0.3125 0.3125 -0.6875 -0.6875 -1.6875 -0.6875 -1.6875 -0.6875 -0.6875 1.3125 0.3125 0.3125 -0.6875 -0.6875 -0.6875 -0.6875 -0.6875 0.3125 -0.6875 0.3125 0.3125 1.3125 -0.6875 -0.6875 -0.6875 0.3125 2.3125 4.3125 7.3125 9.3125 9.3125 7.3125 4.3125 4.3125 2.3125 3.3125 2.3125 2.3125 2.3125 3.3125 3.3125 3.3125 0.3125 1.3125 -0.6875 0.3125 0.3125 1.3125 0.3125 1.3125 0.3125 1.3125 0.3125 0.3125 -0.6875 0.3125 0.3125 0.3125 -0.6875 0.3125 0.3125 0.3125 0.3125 0.3125 -1.6875 0.3125 -0.6875 0.3125 0.3125 0.3125 0.3125 0.3125 0.3125 -0.6875 -0.6875 0.3125 -0.6875 0.3125 -0.6875 0.3125 -0.6875 0.3125 -0.6875 0.3125 -1.6875 0.3125 0.3125 0.3125 -0.6875 0.3125 -0.6875 0.3125 -0.6875 0.3125 -0.6875 0.3125 0.3125 1.3125 0.3125 
1 32 243 0 0 0 12 97.75 929.688 -1.3125 -0.3125 0.6875 -0.3125 -0.3125 0.6875 -0.3125 -0.3125 -0.3125 -0.3125 -0.3125 0.6875 -0.3125 -0.3125 -0.3125 0.6875 -0.3125 -0.3125 -1.3125 -0.3125 -1.3125 -0.3125 -0.3125 0.6875 0.6875 0.6875 0.6875 3.6875 6.6875 9.6875 10.6875 10.6875 8.6875 7.6875 4.6875 4.6875 2.6875 2.6875 1.6875 1.6875 1.6875 1.6875 1.6875 1.6875 1.6875 1.6875 0.6875 -0.3125 -0.3125 0.6875 0.6875 -0.3125 0.6875 1.6875 0.6875 0.6875 0.6875 0.6875 0.6875 -0.3125 0.6875 -0.3125 0.6875 0.6875 0.6875 1.6875 0.6875 0.6875 -0.3125 0.6875 0.6875 -0.3125 0.6875 0.6875 0.6875 0.6875 0.6875 0.6875 0.6875 -0.3125 -0.3125 -0.3125 0.6875 0.6875 0.6875 0.6875 -0.3125 -0.3125 -0.3125 -0.3125 -1.3125 -0.3125 -0.3125 -1.3125 -0.3125 -0.3125 0.6875 -0.3125 0.6875 -0.3125 
1 21 243 0 7 0 13 91.625 931.906 -0.09375 -2.09375 -1.09375 -2.09375 -0.09375 -0.09375 0.90625 -0.09375 0.90625 -1.09375 -0.09375 -1.09375 -1.09375 -2.09375 -0.09375 -0.09375 1.90625 -0.09375 1.90625 -1.09375 -0.09375 -1.09375 -0.09375 -0.09375 -0.09375 -0.09375 1.90625 2.90625 5.90625 9.90625 12.9062 10.9062 8.90625 6.90625 5.90625 4.90625 4.90625 3.90625 2.90625 1.90625 0.90625 0.90625 0.90625 -0.09375 0.90625 0.90625 1.90625 0.90625 0.90625 0.90625 0.90625 -0.09375 -0.09375 -0.09375 -0.09375 0.90625 1.90625 -0.09375 -0.09375 -0.09375 -0.09375 -0.09375 0.90625 -0.09375 1.90625 0.90625 0.90625 -0.09375 -0.09375 -1.09375 -0.09375 -0.09375 -0.09375 -0.09375 0.90625 -0.09375 0.90625 -0.09375 -1.09375 -0.09375 -0.09375 -0.09375 -0.09375 -0.09375 0.90625 0.90625 0.90625 -0.09375 -1.09375 -1.09375 -1.09375 -0.09375 0.90625 -0.09375 0.90625 -0.09375 0.90625 -1.09375 -0.09375 -0.09375 
1 21 243 0 7 0 14 44.375 931.594 -0.40625 -0.40625 0.59375 0.59375 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 0.59375 0.59375 -0.40625 0.59375 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 -1.40625 -0.40625 -1.40625 0.59375 -0.40625 0.59375 1.59375 2.59375 3.59375 6.59375 7.59375 6.59375 5.59375 4.59375 3.59375 2.59375 3.59375 2.59375 1.59375 0.59375 0.59375 0.59375 -0.40625 1.59375 0.59375 1.59375 0.59375 -0.40625 0.59375 -0.40625 0.59375 -0.40625 -0.40625 -0.40625 -0.40625 0.59375 0.59375 0.59375 -0.40625 -0.40625 -0.40625 0.59375 -1.40625 -0.40625 -0.40625 -0.40625 -0.40625 0.59375 -0.40625 -0.40625 0.59375 -1.40625 -0.40625 -1.40625 0.59375 -0.40625 -0.40625 0.59375 -0.40625 -0.40625 0.59375 -0.40625 -0.40625 -1.40625 -1.40625 -0.40625 -0.40625 0.59375 0.59375 0.59375 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 -0.40625 0.59375 0.59375 0.59375 0.59375 
1 26 243 0 5 0 22 55.125 923.531 -1.46875 -0.46875 -0.46875 0.53125 -0.46875 0.53125 0.53125 -0.46875 -0.46875 -0.46875 -1.46875 -0.46875 -0.46875 -0.46875 -0.46875 1.53125 -0.46875 0.53125 -0.46875 -0.46875 -1.46875 -0.46875 -1.46875 0.53125 -0.46875 0.53125 0.53125 2.53125 6.53125 11.5312 13.5312 12.5312 9.53125 7.53125 3.53125 3.53125 2.53125 2.53125 1.53125 1.53125 0.53125 0.53125 -0.46875 0.53125 0.53125 1.53125 0.53125 0.53125 -1.46875 0.53125 -0.46875 -0.46875 -0.46875 -0.46875 -1.46875 -0.46875 0.53125 0.53125 -0.46875 0.53125 -1.46875 -0.46875 -0.46875 -0.46875 -0.46875 0.53125 -0.46875 0.53125 -1.46875 0.53125 -0.46875 -0.46875 -0.46875 -0.46875 -1.46875 -0.46875 -0.46875 -0.46875 -0.46875 -0.46875 -0.46875 -0.46875 -1.46875 0.53125 -0.46875 -0.46875 -0.46875 -0.46875 0.53125 -0.46875 -0.46875 -0.46875 -1.46875 -1.46875 -0.46875 0.53125 -0.46875 0.53125 0.53125 -0.46875 
1 31 243 0 6 0 24 95.625 931.656 0.65625 -0.34375 0.65625 0.65625 0.65625 -0.34375 0.65625 -0.34375 -0.34375 -0.34375 -0.34375 -0.34375 0.65625 0.65625 1.65625 0.65625 1.65625 0.65625 0.65625 -1.34375 -0.34375 -1.34375 0.65625 0.65625 1.65625 0.65625 2.65625 1.65625 4.65625 6.65625 8.65625 7.65625 6.65625 5.65625 4.65625 4.65625 2.65625 3.65625 1.65625 0.65625 0.65625 0.65625 0.65625 1.65625 0.65625 1.65625 1.65625 1.65625 0.65625 -0.34375 0.65625 -0.34375 -0.34375 -0.34375 0.65625 1.65625 1.65625 -0.34375 0.65625 -0.34375 -0.34375 -1.34375 0.65625 0.65625 1.65625 0.65625 1.65625 0.65625 -0.34375 -0.34375 -0.34375 -1.34375 0.65625 0.65625 1.65625 1.65625 1.65625 0.65625 0.65625 -0.34375 -0.34375 -0.34375 0.65625 0.65625 1.65625 0.65625 1.65625 -0.34375 -0.34375 -1.34375 0.65625 0.65625 0.65625 -0.34375 1.65625 0.65625 -0.34375 -1.34375 -0.34375 -1.34375 
1 21 243 0 7 0 24 84.875 931.719 0.71875 0.71875 0.71875 -0.28125 -0.28125 -1.28125 -0.28125 -1.28125 -0.28125 -0.28125 -0.28125 0.71875 0.71875 -0.28125 0.71875 -0.28125 -0.28125 -1.28125 -0.28125 -0.28125 -0.28125 -0.28125 0.71875 0.71875 0.71875 -0.28125 0.71875 3.71875 5.71875 10.7188 12.7188 11.7188 8.71875 6.71875 4.71875 2.71875 3.71875 1.71875 2.71875 0.71875 0.71875 0.71875 1.71875 0.71875 1.71875 -0.28125 0.71875 0.71875 -0.28125 0.71875 0.71875 0.71875 0.71875 0.71875 -0.28125 0.71875 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 0.71875 -0.28125 -0.28125 -0.28125 0.71875 0.71875 -1.28125 -0.28125 -0.28125 0.71875 0.71875 0.71875 -0.28125 0.71875 -0.28125 -0.28125 -1.28125 -0.28125 -0.28125 -0.28125 0.71875 0.71875 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 -0.28125 0.71875 0.71875 0.71875 -0.28125 0.71875 -0.28125 -0.28125 -0.28125 
1 26 243 0 5 0 25 83.75 923.688 0.6875 -0.3125 0.6875 0.6875 1.6875 0.6875 -0.3125 -1.3125 -1.3125 -0.3125 -0.3125 -0.3125 1.6875 0.6875 1.6875 -0.3125 -0.3125 -1.3125 -0.3125 -1.3125 -0.3125 -0.3125 0.6875 0.6875 0.6875 -0.3125 0.6875 1.6875 6.6875 12.6875 14.6875 11.6875 9.6875 6.6875 4.6875 1.6875 1.6875 0.6875 1.6875 0.6875 2.6875 1.6875 1.6875 0.6875 0.6875 -0.3125 -0.3125 -0.3125 0.6875 -1.3125 0.6875 0.6875 1.6875 -0.3125 0.6875 0.6875 -0.3125 -1.3125 -0.3125 -0.3125 -0.3125 -0.3125 0.6875 -1.3125 0.6875 -0.3125 -0.3125 -2.3125 -0.3125 -0.3125 0.6875 0.6875 0.6875 0.6875 0.6875 -1.3125 -0.3125 -0.3125 -0.3125 -0.3125 -0.3125 0.6875 0.6875 0.6875 0.6875 -0.3125 -0.3125 -1.3125 0.6875 0.6875 0.6875 0.6875 -0.3125 0.6875 0.6875 -0.3125 -0.3125 -1.3125 -0.3125 -0.3125 
